text,Label
Berarti ini sanggahan doang min yang dimna tahap 1 bermasalah di sanggah yg skrng hasil pengumuman nya? Sebaiknya tidak usah di katakan pengumuman tahap 2&3 soalnya bnyk yg berharap masih akan dapat nantinya.,Negatif
berasa ngemis ngemis padahal ini hak kita 55654764123 alstoniarobi,Negatif
"Berdiri di atas emas Hitam , berenang di lautan minyak. Tp kalo sampe ada pengurangan anggaran dan kecurangan bikin image kaltim jelek aja sih. Semoga tahap 2 ada min ditungguu😍",Negatif
berharap bgt dapat soalnya lgi skripsian,Negatif
BERILAH HAMBA PERTOLONGAN,Negatif
berjuang biar dapat IPK 4 biar dapat beasiswa . Eh malah gk lolos krna krna prodi masih B. Kenapa gk sekalian ditulis aja khusus untuk akreditasi A? ðŸ¥¹,Negatif
"betul kak ya allah, cairnya ga merataa. ini saya gada kesalahan tapi smpe skrg belum juga cair",Negatif
"betul, berasa ngemis ngemis padahal ini hak kita",Negatif
"biarin sy di bilang sempit pemikiran, spertinya beliau bukan mahasiswa pemburu beasiswa tahun ini, jd gak akan paham rasanya jdi kita2 yg berjuang untuk mendapatkan beasiswa 2024",Negatif
"bikin kayak tahun lalu ajalah min, kalau gagal salur di email masing-masing. tahun lalu cepet loh dari awal perbaikan sekarang kok salah terus kita",Negatif
"bilang aja dari awal kalau khusus kampus prodi akreditas a, rugi beli materai",Negatif
bilang aja si anggaranny dipotong ribet bgt,Negatif
Bingung ðŸ˜•,Negatif
"Bisa gak sih beberapaBisa gak sih beberapa rekening yang bermasalah itu belakangan aja urusannya, kasian yang udah tinggal tunggu pencairan masa kalian tunda sampai tanggal 30 oktober. Jangan dijadikan alasan lah gara2 beberapa orang yang rekeningnya bermasalah terus yang kena imbasnya semuanya, mikir lah sedikit.",Negatif
Bisa yok min login akun ig nya,Negatif
BKT tahun ini sangat lawak deipada thun thun sebelumnya ðŸ˜ðŸ˜ðŸ”¥ðŸ”¥ðŸ”¥ semngt knak hujatan,Negatif
"blg aja pak kalau yg tuntas khusus untuk yg akreditasi a, tinggi bgtÃ¢ Â¹Ã¯",Negatif
"blum ada kabar sama sekali, sudah 2 bulan lebih ini tidak ada kabar info2, klo sampe mindpn, ga ada samsek cair, kocak pemerintah",Negatif
Brng siapa mempersuliy hidup org mudhahan hidupnya dipersulit sesulit sulitnya,Negatif
Buat skoring sesuka hati,Negatif
bujet lama bangeeet,Negatif
Bujuran lama btul stimulan cair nah hehðŸ™„,Negatif
BUKAN BEASISWA KALTIM !,Negatif
Butuh kepastian kapan pecairan,Negatif
cair minggu ini apa minggu tahun depan min,Negatif
cair minggu ini part kesekianÃ° Â¹,Negatif
"cairkan lah min yang gada kesalahan apa apa, capek tau lah nunggu yg ga jelas gini.",Negatif
Cairkan secepatnya,Negatif
Cape d gantungin mulu,Negatif
cape njir tiap hari berharapðŸ˜‚ðŸ˜‚ðŸ˜‚,Negatif
capee,Negatif
capek juga bolak-balik ngecek,Negatif
Cara penilaian nya membingungkan,Negatif
Cara penilaiannya gmna ya? anak sy nilai tertinggi dikelas tetapi gk lolos. sdgkan nilai yg dibawahnya bisa lolos ðŸ˜¢ . sangat gak masuk akal @beasiswakaltim,Negatif
cari pembelaan kah ini min ðŸ˜¢,Negatif
"cek anggaranya juga,tahun ini lebih rendah dari tahun kemaren, 500m 2023 ,200m 2024 dan jatahnya 31.044 dibandingkan tahun kemaren 111.871",Negatif
"chat aja gadibales,di anggurin 1 minggu lebih gimana mau ngadu",Negatif
cie admin gk mau login ig tpi muncul d website ihiyyyy ðŸ¥°ðŸ’—,Negatif
ciss dlu yg g lolosðŸ™Œ,Negatif
Coba rekening yng ngak bermasalah segerah di salurkan biar ngak numpuk.kayanya sengaja untuk di persulit,Negatif
coba spill pengumuman di web ke ig ini min kok ga berani spill min  ada apa gernagannya,Negatif
Daftar stimulan prestasi non akademik skoring 398.579 tapi gak lolos verifikasi dgn alasan sertifikat tidak sesuai juknis. Baru sadar walau juara 1 internasional kalau penyelenggaranya bukan dari kemendikbud etc ditolak :) apa effort supaya dpt juara 1 internasional dgn penyelenggara kampus etc beda gitu ya lebih effortless kali ya :),Negatif
dananya di pangkas 50m dlu gasii,Negatif
dananya dikorupsi ðŸ‘,Negatif
Dananya fokus buat ikn,Negatif
"Dapatnya sedikit tapi syarat nilainya tinggi banget, anakku sd ga dpt 😅... Makanya dulu ak wkt kuliah mending ngajuin beasiswa diperush ortu kerja, dptnya banyak euy 3kali lipat dr ini 😁",Negatif
dapet udah berkali kali. tapi ini yg paling lama dan bermasalah terus Ã° 55654764123 alstoniarobi,Negatif
dari agustus aja saya belum cairr,Negatif
daripada ngespam komen disini gbakal digubris,Negatif
"dh 3 minggu ni, kok blm dibalas",Negatif
di gantung bener2 loh yg belum cair ini 8408424937 alzulzen,Negatif
"Di kabupaten ga dapat, do provinsi juga ga dapaatt wkwkw. Jangan heran kalo habis ini banyak yg golput☺👊. Gada yg bisa di percaya",Negatif
Di korup pj,Negatif
"Di luar nalar manusia skoring stimulan akademik ????, pak / bu kita ini juga manusia biasa, belajar siang malam, ngerjain tugas dll, aktif mengikuti pembahasan dosen, tidak semua dosen memberi nilai A +. Ipk saya 3.89 itu pun penuh perjuangan banyak yang di korban.",Negatif
Di pangkas kemana uang itu ya,Negatif
Di persyaratan sekalian kasih tau salah satu akreditasi prodi atau akreditasi fakultas harus A,Negatif
Di PHP-IN ðŸ˜­ðŸ˜­ðŸ˜­,Negatif
"Di web sy ket TERSALUR, tp sampai hr ini sy cek di rekening belum ada",Negatif
Dipake jalan2kah duitnya ini,Negatif
"dlu akre b aku lolos ka, pas akre turun c asliiii ga kaget gak lolos aowwkok",Negatif
Drama-ma-ma-ma,Negatif
duarr skoring setinggi langit,Negatif
"duh gak lolos masuk skor nihh, psti temenku yg kaya raya masuk deh.",Negatif
"Duitnya lagi dibutuh2in bgt buat bayar semester, malah zonk, kocak bgtt tahun inii????",Negatif
"ðŸ˜¢Sem akhir udah habis +8 jt, dan belum ada tanda pencairan yg belum tentu ter cover full",Negatif
ðŸ–•ðŸ»ðŸ–•ðŸ»ðŸ–•ðŸ»ðŸ–•ðŸ»ðŸ–•ðŸ»scam,Negatif
eek,Negatif
Emang ada yg lolos skoring kayak gini...lha IPK 4 akre B aja gak lolos,Negatif
EMANG ANEEHHHH,Negatif
emang boleh min skoring setinggi itu Ã¢ Âº,Negatif
emg nda bisa dipertimbangkan klo skoring nya kurang? kmrin nda seribet ini deh persyaratannya,Negatif
Emng ngk niat.. skoring nya masih tinggi eehðŸ˜‚ðŸ˜‚ðŸ˜‚,Negatif
ENAKNYA YA DANA RATUSAN MILYAR KEMANA INI BAPAK PJ? PENERIMA TAHUN INI SEDIKIT TP KOK JADI TAHUN PALING SULIT DISALURKANNYA? NYEMBUNYIIN APA INI PEMERINTAH DAERAH???,Negatif
"entah harus bersabar sampai kapan lagi menunggu pengumuman ini ya.... sudah kurang lebih 5 bln tp blm terlihat juga hilalnya....Mau sampai kapan digantung seperti ini ??? apa sampai janggkring gendong GONG"".... kita butuh biaya publikasi dan penelitian pak/bu..... Tolong lah dengan sangat segera diumumkan......""",Negatif
ga amanah bangett 23081563861 k0dongg,Negatif
"ga juga sih, peminat kaltim tuntas tahun ini turun 4rb an dari tahun kemarin",Negatif
Ga lolos hhh,Negatif
"ga ngaruh. aku 3,7 malah ga lolos. dilihat dri akreditasi kampusnya",Negatif
"ga ngotak skoring stimulan akademik tahun ini..padahal tahun lalu ga setinggi ini, kenapa tiba tiba di naikin skornya apa sengaja supaya sedikit yg dapat beasiswa supaya ga kekurangan dana kah Ã¢ Ã¢ Âº kemana kahhh perginya dana nya Ã¢Âª",Negatif
"gaada info kah, ngerinya, kacau",Negatif
