text,Label
"""ANEH.. ""TIDAK LOLOS VERIFIKASI KARENA MENGUNGGAH BUKAN BUKTI PEMBAYARAN UKT/SPP SATU SEMESTER TERAKHIR(SAAT PENDAFTARAN BEASISWA/TERBARU)/HANYA BERUPA SURAT PEMBERITAHUAN PEMBAYARAN  he""",Negatif
ang ang ang ang lamanya,Negatif
ANGGARAN DI POTONG TUH KARENA APAAN ? BUKANNYA DI TAMBAH,Negatif
Anggaran dipotong karena covid? Mau tanya covidnya tahun berapa sih kok potong anggarannya taun ini wkkwkw,Negatif
anggaran sebanyak itu kenapa pake di pangkas,Negatif
anggarannya kanda yg di pangkas,Negatif
Angka 4 pun saya g bisa lolos??. Apakah karna sy kuliah diunmul,Negatif
anjay tinggi banar,Negatif
Ankku sd aj ga dpt pdhl sdh berharap,Negatif
Apa gunanya min di kasih minimal nilai IPK klw begini hasilnya?? sakit hati bgt sama skoring,Negatif
apa ini cuman kasih pemberitahuan aja baru gak cair cair juga,Negatif
apa juga kendalanya tinggal di kirim aja kok kalau yang sudah perbaiki,Negatif
"apa sih fungsi sebenarnya akun ini cape banget, kalian buat program gini kami yang berharap bisa membantu kebutuhan di perantauan malah ga ada kejelasan kaya gini",Negatif
Apa yang jalur prestasi juga pake skoring ya nilai tidak masuk sekoring lah anak saya pake jalur prestasi non akademik  ga tau nilainya berapa gimana itu mohon penjelasannya,Negatif
Apalagi alasan kalian wahai admin,Negatif
Apalah masuk rangking ku 5 besar pun ga lolos,Negatif
APALAHH LAMA BETT PENCAIRANNYA ??,Negatif
"asli ga profesional banget yang kerja di pemerintahan, sebelumnya stafnya bilang pencairan dana paling lambat desember tgl 12 sedangkan sampai saat ini masih belum ada kabar, gini nih kalo pemerintahan isinya orang-orang yg ga kompeten dan profesional, kasian banyak siswa dan mahasiswa yang benar-benar butuh biaya utk pendidikan saat ini",Negatif
asli knp tega bgt ð,Negatif
"asli sih ini nunggu mahasiswa dah lulus apa ya, biar cairnya dialihkan ke staff",Negatif
asli skoringnya tinggi banget,Negatif
asliii padahal udah hak kita buat kejelasan beasiswa ini malah diundur terus undur terus udah kaya kita yg ngemisâ²,Negatif
astagfirullah,Negatif
"astagfirullah, mw sampai kapan ini beasiswa tertunda, tahun kmrin agustus sudah penyaluran tahap 1. betul2 sangat mengecewakan.",Negatif
at least kasih kepastian min cairnya jangan ngegantung gini,Negatif
atasan lagi kenapa ya,Negatif
ayo cair lah butuh biaya kuliah ini,Negatif
Ayok kita buat grup terus demo guys biar di notice,Negatif
ayokk kita sama² up ke mediaa,Negatif
ayoo min sudah mau sebulan dari tgl pengumuman,Negatif
ayooo min kapan cair nya ini udah mau akhir tahunnn tlgggg!! minimal wa dibalas min,Negatif
bagaimana dengan anggaran bkt ini pak ini sudah awal bulan tetapi sama sekali belom ada hilalnya permasalahan pencairan dana bkt ini. banyak mahasiswa yg menunggu dana pencarian ini pak untuk keperluan pembayaran ukt yg sudah menunggak,Negatif
bagaimana ini min aduh anehh bin ajaib bg minta tolong di up mana tau bs di respon,Negatif
bagaimanakah jika tidak masuk skoring ini ....dulu nda pake begitu ya tapi sekarang pke.nasib nasib,Negatif
bah lawasnya pangð,Negatif
Baiyuhh lamaneeee hedehhh,Negatif
Bakal diterima ngga ya??,Negatif
bang andre tlg bantu up beasiswa kaltim yang smpe saat ini blm cair infonya pencairan d mulai tgl 20 september smpe saat ini sdh 1 bulan dan byk yang comment hampir sribuan smpe skrg belum dpat info kelanjutan untuk pencairan pastinya kapan kas,Negatif
"""Banyak juga yg komplain nih ???? @valprojectx  gak setransparan dulu ya waktu zaman kita kuliah th 2010-2011""",Negatif
banyak yang belum tersalurkan,Negatif
banyak yg protes ternyata well,Negatif
Bapak PJ Gubernur Terhormat kira kira kapankan pencairan dana BKT dikarenakan dari perbaikan rekening sudah hendak sebulan Bapak. Mohon tanggapannya Bapak?? @piliangkemal,Negatif
"Baru kali ini ngurus beasiswa tapi pengumuman nya lama, biasa nggak, tau2 gak lolos, dari sd-semester kemaren lolos2 aja bagian kategori anak/cucu veteran???????",Negatif
"batas skor yang dilampirkan pada situs beasiswa kaltim untuk stimulan khusus tugas akhir s1 sebesar 306,364 sedangkan skor saya diatas batas skor sebesar 316.000 tetapi kenapa keterangan yg saya dapat tidak masuk batas skoring",Negatif
"bay kasihan kita lanjut semester 9 berharap bkt bayar semester å , mana akreditasi b semua pula 306. buat dilihat aja",Negatif
beasiswa akreditasi a tuntas harusnya. hapus kaltimnya,Negatif
"beasiswa gagal salur tahap 1, sudah perbaikan dan proses. sampai saat ini blm cair. dan sudah ada lagi tahap iv apbd perubahan. sdh 2 bulan menunggu. tolong didahulukan kami yg gagal salur min",Negatif
beasiswa harusnya sudah cair dari bulan lalu smpe skrg masi alasan perbaikan rekening wahh kacau nih @official.kpk,Negatif
"BEASISWA KALTIM TUNTAS MAHASISWA GA ADIL SKORINGNYA GA NGOTAK, TOLONG DONG PEMERINTAH IPK 4, PT B PRODI B GAK LOLOS",Negatif
"beasiswa khusus akreditasi univ dan prodi a ini mah å å å , ip ga ada ngaruhnya sama sekali",Negatif
"Beasiswa kocak akre B dengan skor 318,000 bsa masuk tuntas kyapa???� sdngkan saya akre A skor 318,000 tidak masuk",Negatif
beasiswa terkocak jatuh kepadaaa bkt 2024,Negatif
Behbehh lamanyaaaaaaa,Negatif
"bela2in pertahanin ipk 4 tetap gk lolos, jadi males kuliah",Negatif
"""@alpatnoor benar beasiswa banyak aturan...mending sekolah gratis aja dari pada beasiswa""",Negatif
"benar kak, masalahnya ga semua anak kaltim cukup dana untuk merantau ke daerah yg univ sudah akreditasi a unggul. ada yg sudah berjuang dari daerahnya ke samarinda balikpapan aja sudah berat biaya â º",Negatif
Benar-benar sistem penyaringan dan penyaluran tahun ini membingungkan,Negatif
bener bener lawak skoring tahun ini,Negatif
"bener penilain nya ga adil dari tahun sebelumnya. kaltim surga-nya baru bara dan minyak bumi yakali ada pengurangan anggaran, gengsi lah minn",Negatif
Benerâ² kecewa,Negatif
"berarti di juknis khusus untuk prodi s2 minimal akreditasi a ipk 4. kalau mrk tau anggaran tidak cukup di juknis seharunya jg di revisi, jgn di samakan dengan tahun2 sblmnya yg anggarannya besar.",Negatif
berarti ini sanggahan doang min yang dimna tahap 1 bermasalah di sanggah yg skrng hasil pengumuman nya sebaiknya tidak usah di katakan pengumuman tahap 2 3 soalnya bnyk yg berharap masih akan dapat nantinya.,Negatif
berasa di permainkan,Negatif
berasa ngemis ngemis padahal ini hak kita 55654764123 alstoniarobi,Negatif
berati gada tranparansi dong pihak bkt masa gaada kejelasan sama sekali sampe bulan ini hadehh,Negatif
"Berdiri di atas emas Hitam , berenang di lautan minyak. Tp kalo sampe ada pengurangan anggaran dan kecurangan bikin image kaltim jelek aja sih. Semoga tahap 2 ada min ditungguu??",Negatif
"berharap bgt dapat soalnya lgi skripsian, point kurang 182 lagi",Negatif
BERILAH HAMBA PERTOLONGAN,Negatif
berjuang biar dapat ipk 4 biar dapat beasiswa . eh malah gk lolos krna krna prodi masih b. kenapa gk sekalian ditulis aja khusus untuk akreditasi a ð ¹,Negatif
"betul kak ya allah, cairnya ga merataa. ini saya gada kesalahan tapi smpe skrg belum juga cair",Negatif
"betul, berasa ngemis ngemis padahal ini hak kita",Negatif
betulll. harusnya di jelaskan lebih detail lagi,Negatif
"biarin sy di bilang sempit pemikiran, spertinya beliau bukan mahasiswa pemburu beasiswa tahun ini, jd gak akan paham rasanya jdi kita2 yg berjuang untuk mendapatkan beasiswa 2024",Negatif
"bikin kayak tahun lalu ajalah min, kalau gagal salur di email masing-masing. tahun lalu cepet loh dari awal perbaikan sekarang kok salah terus kita",Negatif
"bilang aja dari awal kalau khusus kampus prodi akreditas a, rugi beli materai",Negatif
bilang aja si anggaranny dipotong ribet bgt,Negatif
Bingung ??,Negatif
"Bisa gak sih beberapa rekening yang bermasalah itu belakangan aja urusannya, kasian yang udah tinggal tunggu pencairan masa kalian tunda sampai tanggal 30 oktober. Jangan dijadikan alasan lah gara2 beberapa orang yang rekeningnya bermasalah terus yang kena imbasnya semuanya, mikir lah sedikit.",Negatif
Bisa yok min login akun ig nya,Negatif
bjir lamanya,Negatif
"""BKT tahun ini sangat lawak deipada thun thun sebelumnya ???�???�???�???�???� semngt knak hujatan""",Negatif
"blg aja pak kalau yg tuntas khusus untuk yg akreditasi a, tinggi bgtâ ¹ï",Negatif
"blum ada kabar sama sekali, sudah 2 bulan lebih ini tidak ada kabar info2, klo sampe mindpn, ga ada samsek cair, kocak pemerintah",Negatif
Brng siapa mempersuliy hidup org mudhahan hidupnya dipersulit sesulit sulitnya,Negatif
brti semua prodi s2 unmul gak bisa dpt beasiswa kaltim dong ya gr2 skoring begini.,Negatif
buat aja biar ramean nanya kesana emang susah kalau gak di paksa keknya di tahan mulu,Negatif
buat dulu grup baru kita aksi,Negatif
Buat skoring sesuka hati,Negatif
bujet lama bangeeet,Negatif
bujur koler banar ni pihak bkt,Negatif
bujuran lama btul stimulan cair nah hehð,Negatif
bukan beasiswa kaltim !,Negatif
Butuh kepastian kapan pecairan,Negatif
cair minggu ini apa minggu tahun depan min,Negatif
cair minggu ini part kesekianð ¹,Negatif
"cairkan lah min yang gada kesalahan apa apa, capek tau lah nunggu yg ga jelas gini.",Negatif
Cairkan secepatnya,Negatif
cairnya ga merataa. ini saya gada kesalahan tapi smpe skrg belum juga cair ð 55654764123 alstoniarobi,Negatif
cape bngt yuyurrr,Negatif
"""Daftar stimulan prestasi non akademik skoring 398.579 tapi gak lolos verifikasi dgn alasan sertifikat tidak sesuai juknis. Baru sadar walau juara 1 internasional kalau penyelenggaranya bukan dari kemendikbud etc ditolak :) apa effort supaya dpt juara 1 internasional dgn penyelenggara kampus etc beda gitu ya lebih effortless kali ya :)""",Negatif
cape d gantungin mulu,Negatif
cape njir tiap hari berharapð ð ð,Negatif
capee,Negatif
capek banget kak,Negatif
capek juga bolak-balik ngecek,Negatif
capek tau lah nunggu yg ga jelas gini. 55654764123 alstoniarobi,Negatif
"""Cara penilaian nya membingungkan""",Negatif
"""Cara penilaiannya gmna ya? anak sy nilai tertinggi dikelas tetapi gk lolos. sdgkan nilai yg dibawahnya bisa lolos ???� . sangat gak masuk akal @beasiswakaltim""",Negatif
cari pembelaan kah ini min ð,Negatif
"cek anggaranya juga,tahun ini lebih rendah dari tahun kemaren, 500m 2023 ,200m 2024 dan jatahnya 31.044 dibandingkan tahun kemaren 111.871",Negatif
"chat aja gadibales,di anggurin 1 minggu lebih gimana mau ngadu",Negatif
cie admin gk mau login ig tpi muncul d website ihiyyyy ð ð,Negatif
ciss dlu yg g lolosð,Negatif
"""Coba rekening yng ngak bermasalah segerah di salurkan biar ngak numpuk.kayanya sengaja untuk di persulit""",Negatif
coba spill pengumuman di web ke ig ini min kok ga berani spill min ada apa gernagannya,Negatif
dananya di pangkas 50m dlu gasii,Negatif
dananya di sunat buat ikn å,Negatif
dananya dikorupsi ð,Negatif
Dananya fokus buat ikn,Negatif
"Dapatnya sedikit tapi syarat nilainya tinggi banget, anakku sd ga dpt ??... Makanya dulu ak wkt kuliah mending ngajuin beasiswa diperush ortu kerja, dptnya banyak euy 3kali lipat dr ini ??",Negatif
dapet udah berkali kali. tapi ini yg paling lama dan bermasalah terus ð 55654764123 alstoniarobi,Negatif
dari agustus aja saya belum cairr,Negatif
daripada ngespam komen disini gbakal digubris,Negatif
"dh 3 minggu ni, kok blm dibalas",Negatif
di anggurin 1 minggu lebih gimana mau ngadu 26833723789 fawwaz.sage,Negatif
di gantung bener2 loh yg belum cair ini 8408424937 alzulzen,Negatif
"""@______why.me______ di jukniss ipk minimal 3.00..saya pikir juga bakal masuk ipk 3.80 ternyata engga""",Negatif
"Di kabupaten ga dapat, do provinsi juga ga dapaatt wkwkw. Jangan heran kalo habis ini banyak yg golput???. Gada yg bisa di percaya",Negatif
Di korup pj,Negatif
"Di luar nalar manusia skoring stimulan akademik ????, pak / bu kita ini juga manusia biasa, belajar siang malam, ngerjain tugas dll, aktif mengikuti pembahasan dosen, tidak semua dosen memberi nilai A +. Ipk saya 3.89 itu pun penuh perjuangan banyak yang di korban.",Negatif
Di pangkas kemana uang itu ya,Negatif
Di persyaratan sekalian kasih tau salah satu akreditasi prodi atau akreditasi fakultas harus A,Negatif
Di PHP-IN ??????,Negatif
"di web sy ket tersalur, tp sampai hr ini sy cek di rekening belum ada",Negatif
Dipake jalan2kah duitnya ini,Negatif
"dlu akre b aku lolos ka, pas akre turun c asliiii ga kaget gak lolos aowwkok",Negatif
Drama-ma-ma-ma,Negatif
duarr skoring setinggi langit,Negatif
"duh gak lolos masuk skor nihh, psti temenku yg kaya raya masuk deh.",Negatif
duhhh gimana dongg ini minn kok lama banget pdhl kami juga butuh untuk kepentingan kuliahð ð,Negatif
"Duitnya lagi dibutuh2in bgt buat bayar semester, malah zonk, kocak bgtt tahun inii????",Negatif
eek,Negatif
"""Emang ada yg lolos skoring kayak gini...lha IPK 4 akre B aja gak lolos""",Negatif
EMANG ANEEHHHH,Negatif
emang boleh min skoring setinggi itu â º,Negatif
emg nda bisa dipertimbangkan klo skoring nya kurang kmrin nda seribet ini deh persyaratannya,Negatif
emng kocak taun ini aturan,Negatif
emng ngk niat.. skoring nya masih tinggi eeh,Negatif
ENAKNYA YA DANA RATUSAN MILYAR KEMANA INI BAPAK PJ? PENERIMA TAHUN INI SEDIKIT TP KOK JADI TAHUN PALING SULIT DISALURKANNYA? NYEMBUNYIIN APA INI PEMERINTAH DAERAH???,Negatif
"""entah harus bersabar sampai kapan lagi menunggu pengumuman ini ya.... sudah kurang lebih 5 bln tp blm terlihat juga hilalnya....Mau sampai kapan digantung seperti ini ??? apa sampai ""janggkring gendong GONG"".... kita butuh biaya publikasi dan penelitian pak/bu..... Tolong lah dengan sangat segera diumumkan......""",negatif
"g perbaikan, baiki lh tu rekening mu. kmi yg kdd msalah mnunggu ikam2 yg bmasalah rekeningnya. tolong aja lah dikondisikan smua butuh jua ð",Negatif
ga amanah bangett 23081563861 k0dongg,Negatif
ga jelass 55654764123 alstoniarobi,Negatif
"ga juga sih, peminat kaltim tuntas tahun ini turun 4rb an dari tahun kemarin",Negatif
Ga lolos hhh,Negatif
"ga ngaruh. aku 3,7 malah ga lolos. dilihat dri akreditasi kampusnya",Negatif
"ga ngotak skoring stimulan akademik tahun ini..padahal tahun lalu ga setinggi ini, kenapa tiba tiba di naikin skornya apa sengaja supaya sedikit yg dapat beasiswa supaya ga kekurangan dana kah â â º kemana kahhh perginya dana nya âª",Negatif
"gaada info kah, ngerinya, kacau",Negatif
"Gaada kasian kasiannya kalian sama hak orang yang harusnya dibantu sama program tapi malah kalian salah gunakan kalian sampingkan,heh kalian yang kerja di bawah naungan beasiswa ini kalian kira duit yang kalian makan itu HALAL?",Negatif
gadapat min â º,Negatif
gajelas,Negatif
gak ad kah penambhan waktu ini,Negatif
gak ada adilnya program kaltim tuntas ini. daripada menaikkan standar minimal skoring mending adakan aja program baru untuk kampus dan prodi akreditasi a. percuma kalau kyk gini jadinya. mahasiswa yang udah berusaha dapetin nilai tinggi usaha nya sia sia sekalipun dia dapat ipk 4.0 cuma karena terhalang akreditasi.,Negatif
gak ada kabar terbaru lagi setelah tanggal 10 ini,Negatif
"Gak jelas seleksi nilai nya, syarat dan ketentuan nilai nya gk sesuai kenyataan yg nilai nya lebih rendah lolos yg tinggi gk lolos padahal satu lingkungan pendidikan ???�",Negatif
"gak objektif, rata rata skoring stimulan lebih tinggi dari yang tuntas, padahal dari segi level program tuntas lebih tinggi karena dikhususkan untuk kampus kampus yg akreditasi a dan b, sedangkan stimulan untuk kampus2 yg dibawah akreditasi nya program tuntas, tapi malah rata rata stimulan skoring nya lebih tinggi dari yang tuntas, ini kesalahan sistem atau gimana, mohon konfirmasi serta penjelasannya agar tidak terjadi kegaduhan di kolom komentar",Negatif
"""Ganti gubernur""",Negatif
gapernah sampe komen. tp ini udh kelewatan. lama bgt pak buð saya butuh uangnya buat ambil data penelitian tesis juga. mohon dengan sangat disegerakan pencairannya,Negatif
GAUSAH PENJELASAN ini itu potong ini itu dll,Negatif
"Gess logika aja, info yg beredar dari kemarin kan katanya udh proses pencairan ke bank bank untuk selanjutnya dari pihak bank ke rekening penerima beasiswa. Eh tapi tapii ko baru muncul lagi info soal rekening yg bermasalah? Brrti dana nya ni belum sampe ke bank penyalur kah? Kok mesti nunggu yg rekeningnya bermasalah dulu baru proses pencairan? Klo memang dananya sudah ada di pihak bank otomatis yg ga bermasalah rekeningnya udh bisa disalurkan dong knp mesti nunggu lagi? Ga sinkron dan ga konsisten bgt sih bkt ni alasannya wkwk kocakk",Negatif
"""gila skoring naik bgt dari tahun lalu buat stimulan prestasi akademik""",Negatif
"Gilaaa batas skoringnya tinggi bangettt, ga kayak tahun sebelumnya",Negatif
gimana ini gda info,Negatif
gimana ini pak tolong diusut tuntas aliran dananya pak,Negatif
"gini deh kak, contoh kakaknya di atas berarti bukan kategori miskin dan dia jujur untuk pilih prestasi akademik. yang di sayangkan kakaknya itu, buat apa bersaing kalau nyatanya kesempatan 1 di tuntas prestasi akademik dengan akreditasi b hampir gaaada kak, gitu lo. ga fair. jadi cuman orang kaya yang akreditasi a aja yang boleh gitu mending di kasih tau, jangan lari ke kategori lain",Negatif
gini ni kalo pemerintahan di isi oleh org org yang gak amanah,Negatif
Gk lolos ??,Negatif
gk tau nah lama bgt tahun lalu loh cepat ajh gk tau kenapa tahun ini lama bgt,Negatif
grgr transisi gubernur jd gini amat yak bkt perasaan dr tahun kmrn lancar2 aja dan cepet pengumumannya ini telat mulu perasaan dr kmrn hadu hadu,Negatif
Haduh,Negatif
HAHAHAHAH KASIAN BANGET DI PHPIN KITA SEMUA @febri20s,Negatif
haii pakk kami menyampaikan suara kami di kolom komentar ini tetapi satupun tidak ada respon. bagaimana masalah bkt ini pak,Negatif
halah,Negatif
halah halah halah,Negatif
Halah Halah PJ Abal abalan,Negatif
hanya 49 nama yang ada kendala namun berdampak ke semua ð ð ½,Negatif
"Hanya karena judul berkas berbeda dgn judul yg dimaksud walaupun isinya sama, dan ada point yg diminta sebagaia persyaratan, LANGSUNG DINYATAKAN TIDAK LOLOS BERKAS, padahal tahun lalu dgn berkas dan judul yg sama masih bisa digunakan dan lulus. SANGAT MENGECEWAKAN KETIDAK LOLOSAN HANYA DIDASARKAN PADA HAL YG TIDAK FLEKSIBLE!!!",Negatif
Hapus aja juknis bkt ga sesuai,Negatif
Harus di hate comment dulu kah ini baru admin nya log in,Negatif
harusnya kalo udah ditulis setelah tanggal 20 pasti sudah ada yg menerima tiap tiap bank bertahap tapi ini kok rata semua belum ada cair ya,Negatif
harusnya khusus yang bermasalah rekeningnya aja,Negatif
Hati hati loh min prabowo sma jaksa agung lagi memburu dana yg bermasalah,Negatif
"""Hidup di negeri konoha gini amat ya allah???�""",Negatif
Hilal dh 10 tahun gmuncul,Negatif
"""hasil skoring saya 303.091 dgn IPK 3.64 harus gimana lagi biar dpt beasiswa ini ya cuma dpt hikmahnya aja????""",Negatif
"hmm, saya pakai strategi ini, karena memang akreditasi prodi nya c, tapi ipk udh full, akreditasi pt a masih gak mencapai batas skor minimal... andai ada perhitungan nilai batas skor minimal dan atau list daftar penerima beasiswa yg transparan, mungkin bisa di terima dengan lapang dada...",Negatif
"hoax, ktanya tgl 10 sdh mau cair semuanya",Negatif
ihhh kak samaa kayak akuu sad bangettt,Negatif
ihhhh yg akademik ko ga adaaaa,Negatif
Indikator penilaian skoring ini apa sj itemnya.? Junlah skoring kita gak di munculkan.,Negatif
info cair bosku kmrn pengumuman digantungin ini pencairan jg sama aja,Negatif
info kantornya gak sii biar demoð ð,Negatif
ini bener bener harus didemo sih. kalau demo kemana gitu ya kita datengin aja rame rame duh kesel banget 55654764123 alstoniarobi,Negatif
ini bknn beasiswa prestasi tp beasiswa kampus prestasið,Negatif
ini gimana habarnya... masih kah beasiswanya mana masih ada sisa 4 juta di bank..mudahan cair nanti,Negatif
"ini gimana min, akreditasi pt b tapi di akun masih c, kalau aku hitung, bisa lolos klw status akreditasinya b, dan otomatis skornya melewati batas minimal skorin, tapi karena di akun masih c, jadinya gak masuk batas minimal skoring",Negatif
"ini gimana si lama banget pencairanya, tolong pak gubernur terpilih di usut",Negatif
ini gimanaa pakk sebanyak ini komentar tetapi satu pun gaada yg direspon. tolongggg pak diusutt sampai tuntas,Negatif
ini hak kita padahal. ga jelas 55654764123 alstoniarobi,Negatif
ini kalo perbaikan gini nunggunya brp lama lagi yaa,Negatif
ini kami disuruh nunggu sampai kapan min kasian yg gada kesalahan tapi belum dapat dapat,Negatif
Ini kapan ya kaltim tuntas cair dah mau sebulan belum ada kejelasan,Negatif
Ini mah biaya siswa akreditasi kampus bukan biaya siswa prestasi ?? �,Negatif
ini masuknya tahap 1 apa 2 tinggi amat wehh tahun lalu ga gini mana aku anak teknik sangad kacaw kalo harus sempurna,Negatif
ini ndak ada alasannya kh knpa bisa setinggi ini skoringnya dah dftr 2 kli berhrp thn ini dpt malh gak dpt hedehð,Negatif
ini parah si ipk tinggi ga menjamin lolos ordalnya kuat,Negatif
"Ini pihak BKT ada baca gak sih komentar? Greget dah, gak liat kah orang-tua anak sekolah udah pada nanyain kapan cair? Belum lagi mahasiswa yang nunggu juga. Gak mikir kah barangkali butuh banget uang itu untuk keperluan mendesak, apalagi yg kuliah nya pure biaya sendiri tanpa campur tangan ortu. Anak sekolah yg ortunya juga nunggu barangkali ada keperluan sekolah yg benar-benar harus dibayar atau dibeli. Pihak bkt minimal muncul jawab semua komentar nah kalo bisa, ngeri kali kalo akhir tahun baru cair. Disuruh nabung atau gimana?",Negatif
ini sama saja memberi harapan palsu pada orang yang memiliki ip tinggi namun univ dan prodi nya memiliki akreditasi b,Negatif
ini serius blm ada yg ditanggapi kh sanggahannya klo gk ditanggapi buat apa ada sanggahan kasiann,Negatif
ini serius kita semua diginiin yang bener ajeeeeð,Negatif
ini serius penundaan pencairan beasiswa hanya karna 49 mahasiswa yg perlu perbaikan rekening dulu-dulu pencarian ya pencarian aja perkara yg gk bisa dicairkan karna rekening bermasalah itu ya diurus berbarengan dengan proses pencairan atau diakhir untuk dibuat pengumuman lebih lanjut,Negatif
Ini sudah kalau PJ gubernur ga paham kondisi kaltim,Negatif
Ini yang BRI REKENINGNYA MASIH BERMASALAH PERBAIKIN WOI! KASIAN YANG REKENING NYA AKTIF NUNGGUIN!!!!! PIHAK BKT JUGA COBA KALO DI TANYA2 JAWAB GITUNAH! AAAAAAAAAAAA,Negatif
